Metaprotein,mp_id,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number
DHE4_SALTY NADP-specific glutamate dehydrogenase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=gdhA PE=3 SV=2,580,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P00370,K00262|
DHE4_SCHOC NADP-specific glutamate dehydrogenase OS=Schwanniomyces occidentalis GN=GDHA PE=3 SV=1,581,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis,UniRef50_P29507,|
DHE4_TUBBO NADP-specific glutamate dehydrogenase OS=Tuber borchii GN=GDH PE=3 SV=1,582,Eukaryota,Fungi,Ascomycota,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P18819,|
DHE5_YEAST NADP-specific glutamate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDH3 PE=3 SV=1,583,Eukaryota,Fungi,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P07262,K00262|
DHH1_ENCCU ATP-dependent RNA helicase DHH1 OS=Encephalitozoon cuniculi (strain GB-M1) GN=DHH1 PE=3 SV=2,584,Eukaryota,Fungi,Microsporidia,unassigned,unassigned,Unikaryonidae,Encephalitozoon,Encephalitozoon cuniculi,UniRef50_Q8SQK9,K12614|
DHP1_CAEBR Dihydropyrimidinase 1 OS=Caenorhabditis briggsae GN=dhp-1 PE=3 SV=1,585,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis briggsae,UniRef50_Q21773,|
POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2,586,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q6S8J3,K17299|
DIUH_DIPPU Diuretic hormone class 1 OS=Diploptera punctata PE=1 SV=1,587,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Blaberidae,Diploptera,Diploptera punctata,UniRef50_P82373,|
DLDH_SHIFL Dihydrolipoyl dehydrogenase OS=Shigella flexneri GN=lpdA PE=3 SV=2,588,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P0A9P2,K00382|
DLDH_VIBCH Dihydrolipoyl dehydrogenase OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=lpd PE=3 SV=1,589,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,UniRef50_Q9KPF6,K00382|
DLDH1_GEOSE Dihydrolipoyl dehydrogenase OS=Geobacillus stearothermophilus GN=pdhD PE=1 SV=2,590,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus stearothermophilus,UniRef50_P11959,|
CO4A_HUMAN Complement C4-A OS=Homo sapiens GN=C4A PE=1 SV=2,591,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P0C0L4,K03989|
DMBT1_RABIT Deleted in malignant brain tumors 1 protein OS=Oryctolagus cuniculus GN=Dmbt1 PE=1 SV=2,592,Eukaryota,Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,UniRef50_Q95218,K13912|
DNAA_BRADU Chromosomal replication initiator protein DnaA OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110) GN=dnaA PE=3 SV=1,593,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,UniRef50_Q6G0V6,K02313|
DNAJ_BORPA Chaperone protein DnaJ OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) GN=dnaJ PE=3 SV=1,594,Bacteria,unassigned,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6RSN5,K03686|
DNAK_BACV8 Chaperone protein DnaK OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=dnaK PE=3 SV=1,595,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q05931,K04043|
DNAK_CROS8 Chaperone protein DnaK OS=Cronobacter sakazakii (strain ATCC BAA-894) GN=dnaK PE=3 SV=1,596,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_A7MIK5,K04043|
DNAK_CYTH3 Chaperone protein DnaK OS=Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469) GN=dnaK PE=3 SV=1,597,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9RY23,K04043|
DNAK_ELUMP Chaperone protein DnaK OS=Elusimicrobium minutum (strain Pei191) GN=dnaK PE=3 SV=1,598,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P0C0C6,K04043|
DNAK_EUBE2 Chaperone protein DnaK OS=Eubacterium eligens (strain ATCC 27750 / VPI C15-48) GN=dnaK PE=3 SV=1,599,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q92BN8,K04043|
DNAK_LACSS Chaperone protein DnaK OS=Lactobacillus sakei subsp. sakei (strain 23K) GN=dnaK PE=3 SV=1,600,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P17820,|K04043|
DNAK_LAWIP Chaperone protein DnaK OS=Lawsonia intracellularis (strain PHE/MN1-00) GN=dnaK PE=3 SV=1,601,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P95334,K04043|
DNAK_MEGEL Chaperone protein DnaK (Fragment) OS=Megasphaera elsdenii GN=dnaK PE=3 SV=1,602,Bacteria,unassigned,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,UniRef50_Q9ZIV1,|
DNAK_MOOTA Chaperone protein DnaK OS=Moorella thermoacetica (strain ATCC 39073 / JCM 9320) GN=dnaK PE=3 SV=1,603,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P05646,K04043|
DNAK_MYCLE Chaperone protein DnaK OS=Mycobacterium leprae (strain TN) GN=dnaK PE=1 SV=5,604,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,unassigned,unassigned,unassigned,UniRef50_A0QQC8,K04043|
DNAK_MYCPU Chaperone protein DnaK OS=Mycoplasma pulmonis (strain UAB CTIP) GN=dnaK PE=3 SV=1,605,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6YPM1,K04043|
DNAK_PARD8 Chaperone protein DnaK OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=dnaK PE=3 SV=1,606,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides distasonis,UniRef50_Q1QSX0,K04043|
DNAK_RHOS7 Chaperone protein DnaK OS=Rhodopseudomonas sp. (strain No.7) GN=dnaK PE=3 SV=1,607,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,unassigned,UniRef50_Q7UM31,|
DNAK_SALTO Chaperone protein DnaK OS=Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440) GN=dnaK PE=3 SV=1,608,Bacteria,unassigned,Actinobacteria,Actinobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_Q56235,K04043|
DNAK_UREU1 Chaperone protein DnaK OS=Ureaplasma urealyticum serovar 10 (strain ATCC 33699 / Western) GN=dnaK PE=3 SV=1,609,Bacteria,unassigned,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,unassigned,UniRef50_Q49539,K04043|
KV228_HUMAN Immunoglobulin kappa variable 2-28 OS=Homo sapiens GN=IGKV2-28 PE=3 SV=1,610,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_A0A075B6P5,|
DNLI_SULZI DNA ligase OS=Sulfophobococcus zilligii GN=lig PE=1 SV=1,611,Archaea,unassigned,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Sulfophobococcus,Sulfophobococcus zilligii,UniRef50_Q980T8,K10747|
DNLI_THEFM DNA ligase OS=Thermococcus fumicolans GN=lig PE=1 SV=1,612,Archaea,unassigned,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus fumicolans,UniRef50_P56709,K10747|
DNLJ_SULSY DNA ligase OS=Sulfurihydrogenibium sp. (strain YO3AOP1) GN=ligA PE=3 SV=1,613,Bacteria,unassigned,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium sp. YO3AOP1,UniRef50_O66880,K01972|
DNPEP_BOVIN Aspartyl aminopeptidase OS=Bos taurus GN=DNPEP PE=1 SV=1,614,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_P38821,K01267|
DNPEP_HUMAN Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1,615,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,unassigned,unassigned,UniRef50_Q9ULA0,|K01267|
DNPH1_METBF Putative 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Methanosarcina barkeri (strain Fusaro / DSM 804) GN=Mbar_A1510 PE=3 SV=1,616,Archaea,unassigned,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,UniRef50_Q8TTA0,|
ASA2B_HUMAN Putative inactive neutral ceramidase B OS=Homo sapiens GN=ASAH2B PE=2 SV=1,617,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P0C7U1,|
DPEP1_RABIT Dipeptidase 1 OS=Oryctolagus cuniculus GN=DPEP1 PE=1 SV=1,618,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P22412,K01273|
DPO4_LISMC DNA polymerase IV OS=Listeria monocytogenes serotype 4b (strain CLIP80459) GN=dinB PE=3 SV=1,619,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,UniRef50_Q8Y5T0,K02346|
DPP4_HUMAN Dipeptidyl peptidase 4 OS=Homo sapiens GN=DPP4 PE=1 SV=2,620,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q12884,K01278|
DPPA_ECOLI Periplasmic dipeptide transport protein OS=Escherichia coli (strain K12) GN=dppA PE=1 SV=1,621,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P23847,K12368|
DPS_KLEP7 DNA protection during starvation protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=dps PE=3 SV=1,622,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8FJM0,K04047|
DPS_SERP5 DNA protection during starvation protein OS=Serratia proteamaculans (strain 568) GN=dps PE=3 SV=1,623,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8UCK6,K04047|
DPS_STRMG DNA protection during starvation protein OS=Streptococcus mutans GN=dps PE=1 SV=3,624,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,UniRef50_Q9KWH3,|
DPYS_RAT Dihydropyrimidinase OS=Rattus norvegicus GN=Dpys PE=1 SV=2,625,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_Q63150,K01464|
DRL28_ARATH Probable disease resistance protein At4g27220 OS=Arabidopsis thaliana GN=At4g27220 PE=2 SV=1,626,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_O81825,|
DTC_ARATH Mitochondrial dicarboxylate/tricarboxylate transporter DTC OS=Arabidopsis thaliana GN=DTC PE=1 SV=1,627,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9C5M0,K15104|
DUSTY_MACMU Dual serine/threonine and tyrosine protein kinase OS=Macaca mulatta GN=DSTYK PE=2 SV=1,628,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,UniRef50_Q6XUX3,K16288|
DXR_ACIB3 1-deoxy-D-xylulose 5-phosphate reductoisomerase OS=Acinetobacter baumannii (strain AB307-0294) GN=dxr PE=1 SV=1,629,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,UniRef50_Q8EGG9,K00099|
DXR_RHOPS 1-deoxy-D-xylulose 5-phosphate reductoisomerase OS=Rhodopseudomonas palustris (strain BisB5) GN=dxr PE=3 SV=1,630,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,UniRef50_B6JH72,K00099|
O2AG2_HUMAN Olfactory receptor 2AG2 OS=Homo sapiens GN=OR2AG2 PE=3 SV=1,631,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9H205,K04257|
KVD39_HUMAN Immunoglobulin kappa variable 1D-39 OS=Homo sapiens GN=IGKV1D-39 PE=3 SV=2,632,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P01597,|
"E13B_PHAVU Glucan endo-1,3-beta-glucosidase, basic isoform OS=Phaseolus vulgaris PE=2 SV=1",633,Eukaryota,Viridiplantae,Streptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P33157,|
E4PD_ECO55 D-erythrose-4-phosphate dehydrogenase OS=Escherichia coli (strain 55989 / EAEC) GN=epd PE=3 SV=1,634,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_A7ZR35,K03472|
E4PD_PHOPR D-erythrose-4-phosphate dehydrogenase OS=Photobacterium profundum (strain SS9) GN=epd PE=3 SV=2,635,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,UniRef50_A5F9G1,K03472|
E4PD_VIBFM D-erythrose-4-phosphate dehydrogenase OS=Vibrio fischeri (strain MJ11) GN=epd PE=3 SV=1,636,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_Q3ILL8,K03472|
PRG2_HUMAN Bone marrow proteoglycan OS=Homo sapiens GN=PRG2 PE=1 SV=2,637,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P13727,K10786|
"ECHB_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3",638,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,UniRef50_P55084,K07509|
"ECHB_RAT Trifunctional enzyme subunit beta, mitochondrial OS=Rattus norvegicus GN=Hadhb PE=1 SV=1",639,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_Q60587,K07509|
"ECHM_RAT Enoyl-CoA hydratase, mitochondrial OS=Rattus norvegicus GN=Echs1 PE=1 SV=1",640,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_P14604,K07511|
ECP_HUMAN Eosinophil cationic protein OS=Homo sapiens GN=RNASE3 PE=1 SV=2,641,Eukaryota,Metazoa,Chordata,Mammalia,Primates,unassigned,unassigned,unassigned,UniRef50_P12724,K10787|
ECP_PONPY Eosinophil cationic protein OS=Pongo pygmaeus GN=RNASE3 PE=3 SV=1,642,Eukaryota,Metazoa,Chordata,Mammalia,Primates,unassigned,unassigned,unassigned,UniRef50_O35291,|
ECPA_KLEP7 Common pilus major fimbrillin subunit EcpA OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=ecpA PE=3 SV=1,643,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8CWB9,|
EEPD1_BOVIN Endonuclease/exonuclease/phosphatase family domain-containing protein 1 OS=Bos taurus GN=EEPD1 PE=2 SV=1,644,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q7L9B9,|
EF1A_AJECG Elongation factor 1-alpha OS=Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) GN=TEF PE=2 SV=1,645,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unassigned,unassigned,unassigned,UniRef50_Q96WZ1,|K03231|
EF1A_CRYPV Elongation factor 1-alpha OS=Cryptosporidium parvum PE=2 SV=1,646,Eukaryota,unassigned,Apicomplexa,Coccidia,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,Cryptosporidium parvum,UniRef50_Q04634,|
EF1A_ENTHI Elongation factor 1-alpha OS=Entamoeba histolytica PE=2 SV=1,647,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,Entamoeba,Entamoeba histolytica,UniRef50_P31018,|
EF1A_METLZ Elongation factor 1-alpha OS=Methanocorpusculum labreanum (strain ATCC 43576 / DSM 4855 / Z) GN=tuf PE=3 SV=1,648,Archaea,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P19486,K03231|
EF1A_METS3 Elongation factor 1-alpha OS=Methanobrevibacter smithii (strain ATCC 35061 / DSM 861 / OCM 144 / PS) GN=tuf PE=3 SV=2,649,Archaea,unassigned,Euryarchaeota,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q8TRC4,K03231|
EF1A_STYLE Elongation factor 1-alpha OS=Stylonychia lemnae GN=EFAA PE=3 SV=1,650,Eukaryota,unassigned,unassigned,Spirotrichea,Sporadotrichida,Oxytrichidae,Stylonychia,Stylonychia lemnae,UniRef50_P25166,|
EF1A_THEPD Elongation factor 1-alpha OS=Thermofilum pendens (strain Hrk 5) GN=tuf PE=3 SV=1,651,Archaea,unassigned,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus solfataricus,UniRef50_P35021,K03231|
EF1A_YARLI Elongation factor 1-alpha OS=Yarrowia lipolytica (strain CLIB 122 / E 150) GN=TEF PE=2 SV=2,652,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P17507,K03231|
EF1A_YEAST Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEF1 PE=1 SV=1,653,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P68104,K03231|
EF1A1_DAUCA Elongation factor 1-alpha OS=Daucus carota PE=1 SV=1,654,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P10126,|
EF1A1_DROME Elongation factor 1-alpha 1 OS=Drosophila melanogaster GN=Ef1alpha48D PE=1 SV=2,655,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P08736,K03231|
EF1A1_TRYB2 Elongation factor 1-alpha 1 OS=Trypanosoma brucei brucei (strain 927/4 GUTat10.1) GN=TEF1 PE=1 SV=1,656,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P53013,K03231|
EF1G_RABIT Elongation factor 1-gamma OS=Oryctolagus cuniculus GN=EEF1G PE=2 SV=3,657,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P26641,K03233|
EF2_BETVU Elongation factor 2 OS=Beta vulgaris PE=2 SV=1,658,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P32324,K03234|
EF2_BOVIN Elongation factor 2 OS=Bos taurus GN=EEF2 PE=2 SV=3,659,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P13639,K03234|
EF2_DROME Elongation factor 2 OS=Drosophila melanogaster GN=EF2 PE=1 SV=4,660,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,UniRef50_P13060,K03234|
EF2_SULTO Elongation factor 2 OS=Sulfolobus tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) GN=fusA PE=3 SV=3,661,Archaea,unassigned,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus tokodaii,UniRef50_P30925,K03234|
EFG_CORA7 Elongation factor G OS=Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CN-1) GN=fusA PE=3 SV=1,662,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum,UniRef50_P56002,K02355|
EFG_EHRRG Elongation factor G OS=Ehrlichia ruminantium (strain Gardel) GN=fusA PE=3 SV=1,663,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P28371,K02355|
EFG_LACAC Elongation factor G OS=Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) GN=fusA PE=3 SV=1,664,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unassigned,UniRef50_Q5FM92,K02355|
EFG_LACRJ Elongation factor G OS=Lactobacillus reuteri (strain JCM 1112) GN=fusA PE=3 SV=1,665,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,UniRef50_A5VLK8,K02355|
EFG_LEPIN Elongation factor G OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=fusA PE=3 SV=1,666,Bacteria,unassigned,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,Leptospira interrogans,UniRef50_Q96RP9,K02355|
EFG_SODGM Elongation factor G OS=Sodalis glossinidius (strain morsitans) GN=fusA PE=3 SV=1,667,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P80868,K02355|
EFG1_BDEBA Elongation factor G 1 OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100) GN=fusA1 PE=3 SV=1,668,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6MJ13,K02355|
EFG2_BURL3 Elongation factor G 2 OS=Burkholderia lata (strain ATCC 17760 / LMG 22485 / NCIMB 9086 / R18194 / 383) GN=fusA2 PE=3 SV=1,669,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,unassigned,UniRef50_Q9SI75,K02355|
EFHD2_BOVIN EF-hand domain-containing protein D2 OS=Bos taurus GN=EFHD2 PE=2 SV=1,670,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_Q9BUP0,|
EFP_BACV8 Elongation factor P OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=efp PE=3 SV=1,671,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,UniRef50_Q8A1F7,K02356|
EFP_STRP7 Elongation factor P OS=Streptococcus pneumoniae (strain 70585) GN=efp PE=3 SV=1,672,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unassigned,UniRef50_B9DVJ6,K02356|
EFP_SYNWW Elongation factor P OS=Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen) GN=efp PE=3 SV=1,673,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei subsp. wolfei str. Goettingen,UniRef50_P49778,K02356|
EFP_VIBCM Elongation factor P OS=Vibrio cholerae serotype O1 (strain M66-2) GN=efp PE=3 SV=1,674,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_P57133,K02356|
EFR3_USTMA Protein EFR3 OS=Ustilago maydis (strain 521 / FGSC 9021) GN=EFR3 PE=3 SV=1,675,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago maydis,UniRef50_Q4P3U5,|
EFTS_ALKOO Elongation factor Ts OS=Alkaliphilus oremlandii (strain OhILAs) GN=tsf PE=3 SV=1,676,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P74070,K02357|
EFTS_BACV8 Elongation factor Ts OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=tsf PE=3 SV=1,677,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,unassigned,unassigned,unassigned,UniRef50_Q8A0Z3,K02357|
EFTS_BIFA0 Elongation factor Ts OS=Bifidobacterium animalis subsp. lactis (strain AD011) GN=tsf PE=3 SV=1,678,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unassigned,UniRef50_A1A1I0,K02357|
EFTS_CAMJR Elongation factor Ts OS=Campylobacter jejuni (strain RM1221) GN=tsf PE=3 SV=1,679,Bacteria,unassigned,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,UniRef50_Q9PNB4,K02357|
EFTS_CLOPS Elongation factor Ts OS=Clostridium perfringens (strain SM101 / Type A) GN=tsf PE=3 SV=1,680,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,UniRef50_Q67PB6,K02357|
